document,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardCategoryToolTipGenerator.java,6.0,1.5,0.0,166.0,18.0,97.0,138.0,5.5,1.0,8.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardCrosshairLabelGenerator.java,11.5,2.0,0.5,201.0,17.0,130.0,150.0,2.5,2.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardFlowLabelGenerator.java,4.0,1.5,0.0,212.0,17.0,142.0,128.0,3.5,1.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardPieSectionLabelGenerator.java,5.5,3.0,0.0,360.0,34.0,235.0,252.0,6.5,3.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardPieToolTipGenerator.java,4.0,1.0,0.0,153.0,19.0,103.0,144.0,5.0,1.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYItemLabelGenerator.java,4.0,1.5,0.0,220.0,30.0,137.0,194.0,4.5,2.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYSeriesLabelGenerator.java,3.5,2.5,0.0,224.0,21.0,137.0,166.0,3.5,2.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYToolTipGenerator.java,4.0,2.0,0.0,220.0,30.0,135.0,197.0,5.5,2.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYZToolTipGenerator.java,5.0,5.5,0.0,475.0,43.0,287.0,258.0,8.0,5.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/LegendGraphic.java,6.0,10.5,0.5,1513.0,95.0,1026.0,745.0,12.5,13.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/LegendItem.java,6.5,20.0,0.0,2126.0,194.0,1433.0,1084.0,19.5,19.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/LegendItemBlockContainer.java,4.5,3.0,0.0,278.0,28.0,205.0,189.0,4.0,3.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/LegendItemCollection.java,4.5,1.0,0.5,221.0,19.0,139.0,158.0,2.0,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/LegendTitle.java,6.5,15.0,0.0,1564.0,107.0,1072.0,679.0,15.0,15.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/legend/PaintScaleLegend.java,7.5,21.0,0.0,1906.0,107.0,1356.0,713.0,23.0,20.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CategoryCrosshairState.java,3.0,1.5,0.0,290.0,32.0,162.0,180.0,3.0,3.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CategoryMarker.java,3.5,3.0,0.0,307.0,27.0,179.0,190.0,3.5,3.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CategoryPlot.java,37.0,102.5,1.0,10845.0,820.0,6511.0,4856.0,88.5,80.5,15.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CombinedDomainCategoryPlot.java,8.0,14.0,0.0,1653.0,128.0,1033.0,670.0,12.0,12.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CombinedDomainXYPlot.java,9.5,18.0,0.5,1766.0,143.0,1086.0,755.0,17.0,17.0,9.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CombinedRangeCategoryPlot.java,7.0,14.0,0.0,1395.0,103.0,875.0,568.0,11.0,12.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CombinedRangeXYPlot.java,8.5,12.5,0.0,1665.0,137.0,1025.0,714.0,16.5,14.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/compass/ArrowNeedle.java,8.5,3.5,0.0,361.0,22.0,206.0,174.0,3.5,3.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/compass/CompassPlot.java,15.0,21.0,0.0,2254.0,123.0,1297.0,866.0,23.0,16.0,30.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/compass/MeterNeedle.java,6.0,8.0,0.0,785.0,69.0,534.0,420.0,10.5,8.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/Crosshair.java,6.0,15.5,0.0,1412.0,103.0,1010.0,767.0,14.5,14.5,8.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/CrosshairState.java,4.5,4.0,0.0,449.0,54.0,246.0,358.0,4.0,3.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/DefaultDrawingSupplier.java,6.0,12.0,0.0,1376.0,94.0,821.0,533.0,14.0,13.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/AbstractDialLayer.java,14.0,3.5,0.0,303.0,27.0,188.0,212.0,3.0,2.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/ArcDialFrame.java,4.5,10.5,0.0,1071.0,73.0,717.0,511.0,13.0,10.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialBackground.java,5.0,3.0,1.0,406.0,30.0,276.0,264.0,5.0,4.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialCap.java,4.5,5.5,0.0,561.0,37.0,393.0,335.0,6.0,4.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialLayerChangeEvent.java,3.0,0.5,0.0,41.0,5.0,30.0,69.0,0.5,0.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialPlot.java,6.5,14.0,0.0,1712.0,129.0,1063.0,822.0,15.5,13.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialPointer.java,6.0,14.5,0.0,1258.0,98.0,891.0,627.0,18.0,11.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialTextAnnotation.java,4.5,5.5,0.0,711.0,48.0,468.0,395.0,8.5,6.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialValueIndicator.java,4.5,11.5,0.0,1453.0,104.0,1007.0,762.0,11.5,10.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialFrame.java,6.0,5.5,0.0,662.0,44.0,465.0,353.0,9.5,6.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialRange.java,4.0,7.5,0.0,789.0,58.0,491.0,429.0,7.0,5.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialScale.java,6.5,15.5,0.0,1830.0,127.0,1173.0,998.0,18.5,15.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/FastScatterPlot.java,8.0,22.5,0.0,2224.0,177.0,1469.0,1084.0,22.5,18.0,145.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/flow/FlowPlot.java,12.0,25.5,0.0,2549.0,151.0,1682.0,824.0,24.0,21.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/IntervalMarker.java,4.0,2.5,0.0,331.0,33.0,198.0,218.0,2.0,2.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/Marker.java,5.5,8.5,0.0,1164.0,84.0,766.0,668.0,8.0,8.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/MeterInterval.java,4.0,3.0,0.0,368.0,28.0,264.0,220.0,4.0,4.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/MeterPlot.java,8.0,28.0,0.0,3007.0,224.0,1872.0,1302.0,24.5,27.5,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/AbstractPieLabelDistributor.java,3.5,0.5,0.0,102.0,12.0,67.0,107.0,5.0,1.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/MultiplePiePlot.java,6.5,13.0,0.0,1605.0,94.0,1049.0,635.0,12.5,13.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/PieLabelDistributor.java,5.0,3.0,0.0,573.0,45.0,302.0,215.0,4.5,6.0,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/PieLabelRecord.java,4.0,2.5,0.0,402.0,39.0,230.0,280.0,3.5,4.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/PiePlot.java,21.0,75.5,0.0,7636.0,530.0,4873.0,3218.0,71.5,62.0,8.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/pie/PiePlotState.java,3.0,2.0,0.0,267.0,43.0,155.0,275.0,1.0,1.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/Plot.java,7.0,21.5,0.0,2690.0,193.0,1703.0,1445.0,22.0,20.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/PlotRenderingInfo.java,4.5,6.5,0.0,521.0,38.0,346.0,289.0,4.0,4.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/PlotState.java,4.0,0.5,0.0,57.0,4.0,43.0,68.0,1.0,1.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/PolarPlot.java,16.0,48.0,0.5,4524.0,368.0,2732.0,2011.0,42.5,42.0,9.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/RingPlot.java,6.5,10.5,0.0,1431.0,103.0,932.0,685.0,14.0,11.5,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/SpiderWebPlot.java,10.5,24.5,0.0,3168.0,243.0,2024.0,1454.0,29.5,30.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/ThermometerPlot.java,10.5,33.5,0.0,3514.0,257.0,2070.0,1618.0,36.0,34.0,9.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/ValueMarker.java,3.5,1.0,0.0,175.0,21.0,97.0,146.0,2.0,2.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/WaferMapPlot.java,5.0,11.0,0.0,1125.0,72.0,690.0,433.0,10.5,9.0,144.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/plot/XYPlot.java,34.5,99.5,0.0,12525.0,912.0,7507.0,5360.0,110.5,94.0,153.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/AbstractRenderer.java,15.5,46.5,0.0,5808.0,478.0,3469.0,3200.0,45.5,46.5,9.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,12.5,41.5,0.5,4127.0,329.0,2750.0,1667.0,34.5,33.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/AreaRenderer.java,5.0,8.0,0.0,945.0,60.0,605.0,332.0,8.0,7.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/BarRenderer.java,8.0,24.5,0.0,3025.0,217.0,1874.0,1309.0,27.5,23.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java,9.5,27.5,0.5,3058.0,223.0,1942.0,1118.0,26.0,26.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/CategoryItemRendererState.java,3.5,2.5,0.0,235.0,25.0,131.0,205.0,2.5,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/CategoryStepRenderer.java,6.0,8.0,0.0,853.0,66.0,532.0,359.0,13.5,8.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/GanttRenderer.java,592.5,17.0,0.0,1680.0,116.0,1082.0,611.0,18.0,14.5,299.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/GradientBarPainter.java,5.5,9.0,0.0,1243.0,72.0,737.0,373.0,12.0,10.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/GroupedStackedBarRenderer.java,5.5,7.0,0.0,990.0,75.0,608.0,358.0,7.0,7.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/LayeredBarRenderer.java,5.5,12.5,0.0,1434.0,106.0,813.0,474.0,16.0,13.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/LevelRenderer.java,7.5,10.0,0.5,1091.0,92.0,660.0,437.0,13.5,9.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/LineAndShapeRenderer.java,7.0,12.0,0.0,1630.0,128.0,978.0,848.0,13.0,12.0,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,6.0,11.5,0.0,1306.0,95.0,857.0,542.0,13.0,12.0,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/ScatterRenderer.java,5.5,9.0,0.0,1124.0,90.0,694.0,582.0,10.0,9.0,8.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/StackedAreaRenderer.java,6.0,12.5,0.0,1460.0,86.0,781.0,478.0,13.0,9.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/StackedBarRenderer.java,6.0,6.5,0.0,927.0,62.0,554.0,376.0,11.0,8.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,7.5,13.5,0.0,1529.0,104.0,963.0,564.0,13.0,12.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/StatisticalLineAndShapeRenderer.java,5.5,9.5,0.0,1196.0,57.0,795.0,463.0,10.5,10.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/category/WaterfallBarRenderer.java,6.0,8.0,0.0,1201.0,76.0,731.0,474.0,11.0,8.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/DefaultPolarItemRenderer.java,8.5,22.0,0.5,2175.0,163.0,1438.0,910.0,22.0,21.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/GrayPaintScale.java,3.5,2.0,0.0,316.0,25.0,181.0,222.0,2.5,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/LookupPaintScale.java,5.5,7.0,0.0,711.0,54.0,434.0,379.0,12.0,5.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/Outlier.java,4.0,2.5,0.0,308.0,26.0,155.0,213.0,2.5,2.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/OutlierList.java,3.5,1.0,0.0,190.0,23.0,108.0,173.0,2.0,1.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/OutlierListCollection.java,3.5,1.5,0.0,188.0,20.0,109.0,172.0,1.5,1.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/RendererState.java,3.5,0.5,0.0,112.0,12.0,71.0,114.0,1.5,0.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/WaferMapRenderer.java,6.0,9.0,0.5,946.0,79.0,598.0,378.0,10.0,10.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,15.5,52.0,0.0,4695.0,338.0,3189.0,1643.0,49.5,46.0,10.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/CandlestickRenderer.java,7.5,18.5,0.0,1848.0,136.0,1201.0,899.0,21.5,17.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/ClusteredXYBarRenderer.java,9.5,10.0,0.0,980.0,77.0,595.0,359.0,9.5,10.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/CyclicXYItemRenderer.java,6.0,11.0,0.0,1474.0,79.0,688.0,479.0,25.0,12.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/DeviationRenderer.java,6.0,8.5,0.0,845.0,65.0,513.0,378.0,17.0,8.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/GradientXYBarPainter.java,5.5,10.5,0.0,1242.0,72.0,737.0,372.0,12.5,12.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java,8.0,11.5,0.0,1082.0,70.0,730.0,487.0,12.0,11.5,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/SamplingXYLineRenderer.java,5.0,7.0,0.0,816.0,65.0,555.0,365.0,17.0,7.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java,9.0,13.5,0.0,1492.0,103.0,943.0,670.0,16.0,14.0,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2.java,6.0,13.5,0.0,1665.0,94.0,980.0,530.0,13.0,12.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java,6.0,10.0,0.0,988.0,64.0,581.0,407.0,8.5,7.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java,9.5,18.5,0.0,2052.0,165.0,1252.0,1000.0,20.0,17.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/VectorRenderer.java,8.0,10.5,0.0,1077.0,76.0,641.0,335.0,11.0,9.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java,6.0,15.0,0.0,1860.0,117.0,1172.0,717.0,22.0,14.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer2.java,5.0,9.5,0.0,1170.0,75.0,743.0,423.0,10.0,8.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java,8.5,24.0,0.0,2978.0,197.0,1882.0,1275.0,24.0,22.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBezierRenderer.java,7.0,13.5,0.0,2063.0,132.0,1212.0,610.0,25.0,15.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBlockRenderer.java,6.0,10.5,0.0,1170.0,68.0,790.0,522.0,12.0,10.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java,8.5,22.0,0.5,2302.0,166.0,1532.0,811.0,22.5,22.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBubbleRenderer.java,5.5,7.5,0.0,876.0,59.0,546.0,338.0,7.5,7.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,12.0,31.0,0.0,3336.0,207.0,1875.0,1191.0,30.0,24.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDotRenderer.java,4.0,6.0,0.0,748.0,58.0,473.0,368.0,5.0,5.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYErrorRenderer.java,4.5,8.5,0.0,1003.0,71.0,693.0,444.0,9.5,12.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYItemRendererState.java,5.0,1.5,0.0,160.0,26.0,98.0,198.0,2.5,1.5,3.5
